chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.36994368,0.18709317,1388.6351567802292,1773.0236397090016,2754.859418050319,0.05714703270011601,-130.551,139.95891,-1.2859415,39.319164,-6.3400025,19.773426,-11.211192,27.243547,-16.549047,7.0358586,-1.1956476,1.6025087,-6.63929,4.9517307,-1.6352711,0.9533696,-4.846666,-5.9674067,-2.7893605,-6.4888234,blues
0.38796747,0.10260163,1913.0115998173114,2361.735333192992,4777.823081315255,0.05845780162412993,-182.57376,90.667564,14.124545,67.54922,2.6786995,38.429825,-8.410714,24.12955,-13.789952,4.8330894,-16.685228,5.8176017,-5.1466966,0.19426666,-14.485502,6.8640895,-4.439798,-2.9864414,-4.814492,5.4059744,blues
0.4047847,0.141093,1070.1066149971296,1596.4128721770285,2184.7457991951856,0.03330886262567672,-199.5442,150.09091,5.6626782,26.85908,1.771399,14.234031,-4.8320065,9.286494,-0.7591865,8.137607,-3.200653,6.079319,-2.4801738,-1.0793047,-2.8707886,0.78087336,-3.3195965,0.63696516,-0.61912113,-3.407449,blues
0.3079548,0.13182218,1451.6670658428156,1577.2709414206088,2954.836759987674,0.061442246108855375,-179.34714,136.46901,-26.673138,39.98424,5.304416,10.928612,-20.564827,8.511156,-11.357249,-3.4683466,-8.419937,-6.9497156,-3.5391393,-8.041617,-8.960675,-8.426084,-10.568936,-10.784514,-4.690677,-8.630722,blues
0.40887922,0.14241649,1719.3689480431458,2031.7403810025385,3782.316288428074,0.06402488761600927,-121.363945,122.50668,-14.738196,46.131065,-8.181879,20.182962,-19.173378,23.039139,-11.838223,21.159998,-6.718366,6.992541,-12.730596,5.0613246,-5.183214,-1.4525597,-7.0418243,2.6952481,3.4123054,-2.7156928,blues
0.3702147,0.10501129,1538.394496500457,1703.2818137002153,3174.215634516386,0.07476858565351895,-177.2296,136.23885,-26.89892,36.377254,-18.750824,20.904533,-1.7669029,3.008138,-5.599135,5.64315,-8.1052265,5.65068,-10.783147,-2.4200435,-6.9393377,-2.5173802,-5.208159,-3.4111605,-3.2577195,-2.6912603,blues
0.43293655,0.15774165,2032.001859230746,1976.3832347576233,4023.561439602668,0.11311924485208817,-98.74344,104.79365,-35.09825,60.70181,-2.8332493,22.234495,-7.831171,19.035849,-11.573603,17.018518,-5.3761525,12.200969,-9.956365,0.35334745,-4.268688,6.1336985,-4.8226047,1.500582,-1.4938403,3.509201,blues
0.37459317,0.11046108,2340.802465391952,2256.6151021309415,4972.962530361804,0.12179161832946636,-116.57126,97.41709,-13.875514,48.960175,-22.583494,27.748411,-20.233152,18.630678,-14.630755,8.474961,-16.633268,11.013935,-13.859323,9.728479,-5.1017423,2.6333237,-9.873258,6.15033,-7.687686,-4.834908,blues
0.3484747,0.052852917,798.4511724715967,1285.3625233974278,1454.4238167959686,0.025648171645398298,-346.96933,139.27304,24.14786,22.20993,18.703974,11.669042,9.033813,6.945858,-2.0199184,5.4189277,1.6741573,-2.3525531,3.1986165,0.68374157,-3.0975142,-2.1031153,-2.2083142,-4.5811396,-4.737239,0.06920461,blues
0.39368767,0.19667555,1977.2342507767992,1928.1088183371203,3943.4489309926043,0.10660165313225058,-55.607544,114.931625,-37.031944,64.889496,-7.1417155,15.23794,-16.232676,18.631575,-9.752268,21.454283,-5.6489105,12.788085,-16.530478,3.7929175,-7.9009013,8.470493,-4.071422,3.2033138,-5.184596,-1.2799007,blues
0.25524586,0.08586248,1151.0089925770378,1709.0839761116583,2311.446966538573,0.03532089858855375,-301.7305,111.54288,21.900229,16.151121,8.200673,22.084373,-8.597672,1.4887748,-17.071402,-8.334585,-17.00836,-10.5737705,-15.679576,-12.594489,-12.256569,-14.560316,-10.100236,-5.785847,-7.7684035,-7.1806436,blues
0.302124,0.09330608,1088.8442297527454,1410.984259420963,2134.9929420134863,0.048326248912412995,-245.69937,140.49109,-2.7897542,60.431435,18.919052,9.829609,3.5591462,0.5153716,-16.387682,6.627509,7.2592144,-4.014427,1.602121,5.8950095,-3.0214696,-4.773669,-3.0309892,-1.9940878,-0.046753637,-3.9712284,blues
0.35664198,0.16199261,2068.3584755845045,2034.1372405574825,4231.765697505801,0.10435170751160093,-95.41721,105.22088,-26.941366,60.809002,-4.836374,21.53419,-13.5091915,12.124086,-20.229076,12.14219,-5.2252393,10.261721,-9.443687,3.877393,-10.177439,3.5848525,-3.1131558,0.19068576,0.8431238,-3.4170725,blues
0.4088882,0.24322885,2207.2191647229342,2191.664121020965,4658.382916727088,0.11153393573569219,-28.951168,104.517815,-30.971535,38.15845,-8.001604,30.886063,-20.604153,25.816149,-12.962702,16.93776,-12.270351,10.782378,-10.55727,6.877261,-10.293695,6.957575,-10.259581,0.70470244,-5.999726,1.3507861,blues
0.39091364,0.06308423,918.5851689491233,1437.7359095786944,1600.3266726181844,0.03231153023491879,-332.4127,128.06752,28.91122,41.81931,31.265142,23.322645,5.815549,9.009306,-3.8758543,3.7324317,-0.8626901,-0.43275917,1.5098413,-1.5679253,-0.8396053,2.1581993,-3.9001837,-4.1951447,-5.9234424,-3.4314253,blues
