chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.36997249722480774,0.1871483325958252,1388.39474862631,1772.8543804625165,2754.525010430776,0.05714742465654025,-130.553955078125,139.9770965576172,-1.2691466808319092,39.32365036010742,-6.351805686950684,19.769088745117188,-11.213042259216309,27.246105194091797,-16.53266716003418,7.031402587890625,-1.1971617937088013,1.6117578744888306,-6.628305912017822,4.952239990234375,-1.6333262920379639,0.9566600322723389,-4.840757369995117,-5.966954231262207,-2.782186985015869,-6.494001388549805,blues
0.38785120844841003,0.10258235037326813,1912.506881317534,2361.474653230927,4776.86278163095,0.05842595056114551,-182.63827514648438,90.67679595947266,14.119084358215332,67.5498275756836,2.693213939666748,38.43052673339844,-8.410898208618164,24.127445220947266,-13.781991004943848,4.835996627807617,-16.682029724121094,5.811708450317383,-5.149533271789551,0.19298383593559265,-14.480762481689453,6.862883567810059,-4.442361831665039,-2.9868886470794678,-4.816247463226318,5.400324821472168,blues
0.40477901697158813,0.14119118452072144,1070.1199533246056,1596.3339477626864,2185.028454098539,0.03330894446594427,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577418088912964,8.149012565612793,-3.1963140964508057,6.087676048278809,-2.4764208793640137,-1.0738900899887085,-2.8747777938842773,0.7809770107269287,-3.316931962966919,0.6379815340042114,-0.6196898818016052,-3.408233404159546,blues
0.30792105197906494,0.13178548216819763,1451.7541466600373,1577.3699166309016,2955.348796076819,0.06143500266060371,-179.3954315185547,136.45924377441406,-26.65635871887207,39.9880256652832,5.289677143096924,10.92442798614502,-20.5618896484375,8.513764381408691,-11.35690975189209,-3.4690773487091064,-8.414555549621582,-6.954826354980469,-3.5445361137390137,-8.051241874694824,-8.959537506103516,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.6937479972839355,-8.638612747192383,blues
0.40903714299201965,0.1424380987882614,1719.2131626636947,2031.6438835817444,3781.318801549197,0.06402757957623839,-121.36102294921875,122.51310729980469,-14.742130279541016,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.1770076751709,-6.721189975738525,7.01094388961792,-12.741830825805664,5.066004276275635,-5.175477504730225,-1.4440242052078247,-7.037070274353027,2.697451591491699,3.40980863571167,-2.698352813720703,blues
0.37027862668037415,0.10506082326173782,1538.8173375009883,1703.5073822914849,3175.272466228473,0.07479924535603716,-177.16586303710938,136.22158813476562,-26.91518211364746,36.37628936767578,-18.760828018188477,20.909631729125977,-1.7780920267105103,3.0130116939544678,-5.600872993469238,5.638467788696289,-8.117091178894043,5.642528057098389,-10.790226936340332,-2.416264057159424,-6.943611145019531,-2.507237672805786,-5.20364236831665,-3.407660722732544,-3.246502637863159,-2.6818203926086426,blues
0.4328361451625824,0.15782567858695984,2032.0949869239075,1976.2980139018657,4023.5256702907313,0.11316673822078173,-98.67474365234375,104.79541015625,-35.109561920166016,60.70161819458008,-2.8314034938812256,22.236791610717773,-7.836519718170166,19.030044555664062,-11.581364631652832,17.02094841003418,-5.386074066162109,12.202054977416992,-9.961465835571289,0.35786718130111694,-4.265253067016602,6.134886741638184,-4.830016136169434,1.5036927461624146,-1.4912537336349487,3.509777069091797,blues
0.37470972537994385,0.11049626022577286,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.51740264892578,97.43028259277344,-13.8801908493042,48.96675491333008,-22.58224105834961,27.75396728515625,-20.228649139404297,18.630767822265625,-14.64288330078125,8.473098754882812,-16.644655227661133,10.998190879821777,-13.861800193786621,9.735366821289062,-5.089487552642822,2.6346378326416016,-9.88381576538086,6.159058570861816,-7.682608127593994,-4.852478981018066,blues
0.34855350852012634,0.052862491458654404,798.2661855621578,1285.2012403870258,1453.8828752358263,0.025639678671633127,-347.0169372558594,139.27049255371094,24.174419403076172,22.19382095336914,18.695711135864258,11.66529655456543,9.0360689163208,6.951591968536377,-2.0151987075805664,5.426168918609619,1.6759135723114014,-2.3495829105377197,3.1972951889038086,0.6887282133102417,-3.091588258743286,-2.107177972793579,-2.213318347930908,-4.577962398529053,-4.726822853088379,0.06600278615951538,blues
0.39375555515289307,0.19672292470932007,1977.1723772350394,1927.803692383919,3942.834491552583,0.1066270952254257,-55.57924270629883,114.93585205078125,-37.05282974243164,64.8965072631836,-7.1393537521362305,15.238384246826172,-16.22261619567871,18.630809783935547,-9.745891571044922,21.46004295349121,-5.641416072845459,12.782317161560059,-16.5286808013916,3.7937872409820557,-7.890870571136475,8.47761058807373,-4.065209865570068,3.207441568374634,-5.178250789642334,-1.279523491859436,blues
0.2553207576274872,0.08586792647838593,1151.3404409523791,1709.1939375520126,2312.577682825803,0.03533878857875387,-301.686279296875,111.5392074584961,21.89565658569336,16.14558982849121,8.191590309143066,22.08596420288086,-8.61363697052002,1.4919229745864868,-17.07451820373535,-8.337533950805664,-17.01128578186035,-10.572881698608398,-15.687017440795898,-12.598773002624512,-12.245660781860352,-14.543065071105957,-10.092299461364746,-5.780285358428955,-7.776048183441162,-7.186642169952393,blues
0.30209630727767944,0.09328154474496841,1088.6981660809784,1410.9479544080614,2134.41209350208,0.04832397083010836,-245.75643920898438,140.4859161376953,-2.7647712230682373,60.43620681762695,18.937946319580078,9.833540916442871,3.563889265060425,0.5326857566833496,-16.37224006652832,6.63007926940918,7.268407821655273,-4.00889253616333,1.608253836631775,5.899378299713135,-3.022785186767578,-4.772988796234131,-3.0257866382598877,-1.9939384460449219,-0.05545896664261818,-3.9753496646881104,blues
0.3565881550312042,0.16202762722969055,2068.3711246841767,2033.9300469624955,4231.499412701964,0.10437162889415634,-95.43602752685547,105.2166976928711,-26.95301055908203,60.83086395263672,-4.828222751617432,21.538469314575195,-13.514777183532715,12.122105598449707,-20.233633041381836,12.138656616210938,-5.227017879486084,10.262574195861816,-9.438186645507812,3.8675336837768555,-10.18745231628418,3.588092803955078,-3.100752115249634,0.1945970356464386,0.8428719639778137,-3.416576385498047,blues
0.40887564420700073,0.24321739375591278,2206.7712464152564,2191.4735056963423,4657.388504075561,0.11152578064531733,-29.010990142822266,104.53292083740234,-30.974205017089844,38.15638732910156,-7.991166114807129,30.888568878173828,-20.597827911376953,25.829105377197266,-12.953563690185547,16.941484451293945,-12.265393257141113,10.786453247070312,-10.558812141418457,6.877708911895752,-10.2948579788208,6.967845439910889,-10.256099700927734,0.7050144076347351,-6.000721454620361,1.3489550352096558,blues
0.3910098969936371,0.06308465451002121,918.405452656698,1437.6091894262424,1599.673660325561,0.03231802075270898,-332.4823303222656,128.04293823242188,28.936689376831055,41.82835006713867,31.281246185302734,23.35307502746582,5.816308975219727,8.9920654296875,-3.8466274738311768,3.7334837913513184,-0.8589871525764465,-0.4242174029350281,1.4956097602844238,-1.5557738542556763,-0.8370869755744934,2.1564559936523438,-3.899822235107422,-4.198856353759766,-5.9301018714904785,-3.4344286918640137,blues
0.3671571612358093,0.19695615768432617,2515.864860951187,2531.4491585109317,5771.631766398994,0.12091612446787926,-56.00445556640625,87.83711242675781,-1.598437786102295,41.206783294677734,-5.615633964538574,27.782258987426758,-24.000333786010742,21.76587677001953,-18.4279727935791,12.324176788330078,-13.717416763305664,11.84904956817627,-3.977552652359009,7.09808874130249,-4.465407848358154,5.120333194732666,-6.6489105224609375,5.869997024536133,-3.6964356899261475,-1.965980887413025,blues
